,BE_F,EFI_INCREMENTAL,E_Brent,ID,LE_year_b,LE_year_p,VPN_Basica,VPN_Basica_porta,VPN_Total,VPN_incremental,VPN_incremental_porta,abandono_ing_b,abandono_ing_p,capex,capex_ing_b,capex_ing_p,dc_b,dc_p,impuesto_ing_b,impuesto_ing_p,ingreso_ing_b,ingreso_ing_p,lc_b,lc_p,opex_basica,opex_incremental,opex_ing_b,opex_ing_p,volumen_B_LE,volumen_B_LE_p,volumen_I_LE,volumen_I_LE_p,volumen_T_LE,volumen_T_LE_p
0,17.716641590912605,0.01567159962504444,50,0,2043.0,2043.0,0,0,0,0,38190.602,392.9298,392.9298,64348.7026,18375.8755,18375.8755,8.8794,8.8794,287.9813,11734.3607,22021.4585,71658.4398,1.611,1.611,0,9831.6782,2964.6719,2964.6719,0.0,0.0,3.200249279667814,3.200249279667814,3.200249279667814,3.200249279667814
