,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,PP,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
33,33,90,2.5,700,424,0.5900000000000001,0,75190.702,0,245027.8243,245027.8243,5.598281196860218,316409.8722,0,427592.5073,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.403,8.403,5.7965,5.1088,54645.9876,64244.7262,41852.0197,235933.4355,0,62002.1782,64244.7262,114633.7512,485908.4799,0
34,34,100,2.5,700,424,0.5900000000000001,0,75190.702,0,285397.1637,285397.1637,6.495903614000039,316409.8722,0,427592.5073,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.403,8.403,5.7965,5.1088,54645.9876,64244.7262,41852.0197,235933.4355,0,62002.1782,64244.7262,131932.164,543576.2321,0
35,35,40,2.5,700,484,0.555,0,72846.739,0,35031.7648,35031.7648,0.9293899600073182,316409.8722,0,454658.9348,0.0,25.727683153927998,25.727683153927998,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.9402,8.9402,5.7965,5.431,57992.7397,64244.7262,40849.2305,235933.4355,0,61896.0972,64244.7262,24676.8931,185849.4814,0
36,36,50,2.5,700,484,0.5700000000000001,0,72846.739,0,76396.8392,76396.8392,1.8487300580195316,316409.8722,0,454658.9348,0.0,26.42302594187201,26.42302594187201,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.9402,8.9402,5.7965,5.2881,57992.7397,64244.7262,40849.2305,235933.4355,0,63568.9647,64244.7262,42374.8234,246585.3535,0
37,37,60,2.5,700,484,0.5900000000000001,0,72846.739,0,121260.3096,121260.3096,2.8463077662658045,316409.8722,0,454658.9348,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.9402,8.9402,5.7965,5.1088,57992.7397,64244.7262,40849.2305,235933.4355,0,65799.4547,64244.7262,61600.7328,312905.2234,0
38,38,70,2.5,700,484,0.5900000000000001,0,72846.739,0,161629.6491,161629.6491,3.743930183405626,316409.8722,0,454658.9348,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.9402,8.9402,5.7965,5.1088,57992.7397,64244.7262,40849.2305,235933.4355,0,65799.4547,64244.7262,78899.1456,370572.9756,0
39,39,80,2.5,700,484,0.5900000000000001,0,72846.739,0,201998.9885,201998.9885,4.641552600545444,316409.8722,0,454658.9348,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.9402,8.9402,5.7965,5.1088,57992.7397,64244.7262,40849.2305,235933.4355,0,65799.4547,64244.7262,96197.5583,428240.7278,0
40,40,90,2.5,700,484,0.5900000000000001,0,72846.739,0,242368.3279,242368.3279,5.539175017685266,316409.8722,0,454658.9348,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.9402,8.9402,5.7965,5.1088,57992.7397,64244.7262,40849.2305,235933.4355,0,65799.4547,64244.7262,113495.9711,485908.4799,0
41,41,100,2.5,700,484,0.5900000000000001,0,72846.739,0,282737.6673,282737.6673,6.436797434825084,316409.8722,0,454658.9348,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.9402,8.9402,5.7965,5.1088,57992.7397,64244.7262,40849.2305,235933.4355,0,65799.4547,64244.7262,130794.3839,543576.2321,0
42,42,40,2.5,1200,184,0.555,0,77232.4756,0,39732.6232,39732.6232,1.0334520366750974,316409.8722,0,407117.8937,0.0,25.727683153927998,25.727683153927998,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,7.9967,7.9967,5.7965,5.431,51728.8777,64244.7262,42727.3559,235933.4355,0,55210.6291,64244.7262,26661.5029,185849.4814,0
43,43,50,2.5,1200,184,0.5700000000000001,0,77232.4756,0,81204.2812,81204.2812,1.9556046232458988,316409.8722,0,407117.8937,0.0,26.42302594187201,26.42302594187201,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,7.9967,7.9967,5.7965,5.2881,51728.8777,64244.7262,42727.3559,235933.4355,0,56702.8083,64244.7262,44433.5378,246585.3535,0
44,44,60,2.5,1200,184,0.5900000000000001,0,77232.4756,0,126236.4338,126236.4338,2.956932316236957,316409.8722,0,407117.8937,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,7.9967,7.9967,5.7965,5.1088,51728.8777,64244.7262,42727.3559,235933.4355,0,58692.3805,64244.7262,63731.6828,312905.2234,0
45,45,70,2.5,1200,184,0.5900000000000001,0,77232.4756,0,166605.7733,166605.7733,3.8545547333767782,316409.8722,0,407117.8937,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,7.9967,7.9967,5.7965,5.1088,51728.8777,64244.7262,42727.3559,235933.4355,0,58692.3805,64244.7262,81030.0956,370572.9756,0
46,46,80,2.5,1200,184,0.5900000000000001,0,77232.4756,0,206975.1127,206975.1127,4.752177150516596,316409.8722,0,407117.8937,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,7.9967,7.9967,5.7965,5.1088,51728.8777,64244.7262,42727.3559,235933.4355,0,58692.3805,64244.7262,98328.5084,428240.7278,0
47,47,90,2.5,1200,184,0.5900000000000001,0,77232.4756,0,247344.4521,247344.4521,5.6497995676564186,316409.8722,0,407117.8937,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,7.9967,7.9967,5.7965,5.1088,51728.8777,64244.7262,42727.3559,235933.4355,0,58692.3805,64244.7262,115626.9211,485908.4799,0
48,48,100,2.5,1200,184,0.5900000000000001,0,77232.4756,0,287713.7915,287713.7915,6.547421984796235,316409.8722,0,407117.8937,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,7.9967,7.9967,5.7965,5.1088,51728.8777,64244.7262,42727.3559,235933.4355,0,58692.3805,64244.7262,132925.3339,543576.2321,0
49,49,40,2.5,1200,244,0.555,0,74888.5127,0,37229.2247,37229.2247,0.9778521562647593,316409.8722,0,434184.3211,0.0,25.727683153927998,25.727683153927998,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.5338,8.5338,5.7965,5.431,55075.6299,64244.7262,41724.5667,235933.4355,0,58782.6434,64244.7262,25592.8871,185849.4814,0
50,50,50,2.5,1200,244,0.5700000000000001,0,74888.5127,0,78634.9372,78634.9372,1.8985020433650115,316409.8722,0,434184.3211,0.0,26.42302594187201,26.42302594187201,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.5338,8.5338,5.7965,5.2881,55075.6299,64244.7262,41724.5667,235933.4355,0,60371.3635,64244.7262,43334.3266,246585.3535,0
51,51,60,2.5,1200,244,0.5900000000000001,0,74888.5127,0,123576.9374,123576.9374,2.8978261370620038,316409.8722,0,434184.3211,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.5338,8.5338,5.7965,5.1088,55075.6299,64244.7262,41724.5667,235933.4355,0,62489.657,64244.7262,62593.9027,312905.2234,0
52,52,70,2.5,1200,244,0.5900000000000001,0,74888.5127,0,163946.2769,163946.2769,3.795448554201823,316409.8722,0,434184.3211,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.5338,8.5338,5.7965,5.1088,55075.6299,64244.7262,41724.5667,235933.4355,0,62489.657,64244.7262,79892.3155,370572.9756,0
53,53,80,2.5,1200,244,0.5900000000000001,0,74888.5127,0,204315.6163,204315.6163,4.693070971341643,316409.8722,0,434184.3211,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.5338,8.5338,5.7965,5.1088,55075.6299,64244.7262,41724.5667,235933.4355,0,62489.657,64244.7262,97190.7283,428240.7278,0
54,54,90,2.5,1200,244,0.5900000000000001,0,74888.5127,0,244684.9557,244684.9557,5.590693388481462,316409.8722,0,434184.3211,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.5338,8.5338,5.7965,5.1088,55075.6299,64244.7262,41724.5667,235933.4355,0,62489.657,64244.7262,114489.141,485908.4799,0
