,ID,E_Brent,Opt_Basica,PP,BR,AR,WO,NW,opt_C,opt_I,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
58,58,70,1,0.5900000000000001,1,0,1,0,0,1,406171.7641,36061.1044,843532.169,34206.2823,877738.4513,5.753022457628416,20151.1292,8424079.401,8343384.9288,66.69787780882689,67.57828290346878,0.8804050946418865,50.92907592120289,51.809481015844774,0.8804050946418865,2037.0,2049.0,25.6738,31.2999,0.1674,0.129,753719.7551,7201.844,190761.873,1393916.3406,0,0,0,0,0,0
59,59,80,1,0.5900000000000001,1,0,1,0,0,1,406171.7641,36061.1044,1068413.5553,32339.9457,1100753.501,5.7254917617684296,20151.1292,8424079.401,8343384.9288,70.23795823489473,71.11836332953662,0.8804050946418865,50.92907592120289,51.809481015844774,0.8804050946418865,2037.0,2053.0,25.6738,33.0021,0.1674,0.1227,753719.7551,7201.844,190761.873,1393916.3406,0,0,0,0,0,0
60,60,50,1,0.5700000000000001,1,0,1,0,0,0,391529.6741,24395.7188,363612.2938,52313.0991,415925.3929,0.0,0,8424079.401,8338993.9078,49.20266656794178,49.20266656794178,0.0,49.20266656794178,49.20266656794178,0.0,2037.0,2037.0,26.0737,26.0737,0,0,726816.3206,0,180400.6053,1323142.3188,0,0,0,0,0,0
61,61,60,1,0.5900000000000001,1,0,1,0,0,0,406171.7641,24347.5023,615670.1143,26225.8712,641895.9855,0.0,0,8424079.401,8338993.9078,61.14526068848048,61.14526068848048,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2044.0,26.0737,29.4795,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
62,62,70,1,0.5900000000000001,1,0,1,0,0,0,406171.7641,24347.5023,843532.169,15780.2609,859312.4299,0.0,0,8424079.401,8338993.9078,66.69787780882689,66.69787780882689,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2049.0,26.0737,31.6816,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
63,63,80,1,0.5900000000000001,1,0,1,0,0,0,406171.7641,24347.5023,1068413.5553,10376.73,1078790.2853,0.0,0,8424079.401,8338993.9078,70.23795823489473,70.23795823489473,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2053.0,26.0737,33.3864,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
64,64,50,1,0.5700000000000001,1,0,0,1,1,1,391529.6741,90529.425,363612.2938,118446.8053,482059.0991,2.5008384339777856,134922.9091,8424079.401,8644685.3138,49.20266656794178,57.33733925978412,8.134672691842338,49.20266656794178,57.33733925978412,8.134672691842338,2038.0,2038.0,24.5119,24.5119,1.0124,1.0124,768999.4863,56455.1219,203567.8194,1512768.7691,1687.2424,1687.2424,1687.2424,1687.2424,1687.2424,1687.2424
65,65,60,1,0.5900000000000001,1,0,0,1,1,1,406171.7641,94110.6477,615670.1143,122854.2286,738524.3428,2.8565179822194637,134922.9091,8424079.401,8644685.3138,61.14526068848048,68.42396932846934,7.278708639988857,50.92907592120289,59.3491757250397,8.420099803836813,2038.0,2044.0,24.5119,27.4442,0.978,0.8506,795981.9244,56455.1219,211441.6746,1565848.3751,1687.2424,952.4044,952.4044,952.4044,952.4044,952.4044
66,66,70,1,0.5900000000000001,1,0,0,1,1,1,406171.7641,94110.6477,843532.169,139173.9949,982706.1639,3.378959597238822,134922.9091,8424079.401,8644685.3138,66.69787780882689,74.18097238537554,7.483094576548654,50.92907592120289,59.3491757250397,8.420099803836813,2038.0,2049.0,24.5119,29.6878,0.978,0.7859,795981.9244,56455.1219,211441.6746,1565848.3751,1687.2424,591.3682,591.3682,591.3682,591.3682,591.3682
67,67,80,1,0.5900000000000001,1,0,0,1,1,1,406171.7641,94110.6477,1068413.5553,161126.0119,1229539.5672,3.9889207169805365,134922.9091,8424079.401,8644685.3138,70.23795823489473,76.98467971893623,6.746721484041511,50.92907592120289,59.3491757250397,8.420099803836813,2038.0,2052.0,24.5119,30.9882,0.978,0.7579,795981.9244,56455.1219,211441.6746,1565848.3751,1687.2424,444.3037,444.3037,444.3037,444.3037,444.3037
68,68,50,1,0.5700000000000001,1,0,0,1,1,0,391529.6741,64491.128,363612.2938,92408.5083,456020.8021,3.165247196748437,79877.9897,8424079.401,8518256.6632,49.20266656794178,54.649895186231575,5.447228618289788,49.20266656794178,54.649895186231575,5.447228618289788,2038.0,2038.0,25.2771,25.2771,0.629,0.629,756798.1747,33558.4692,194640.648,1442176.071,1157.977,1157.977,1157.977,1157.977,1157.977,1157.977
69,69,60,1,0.5900000000000001,1,0,0,1,1,0,406171.7641,66628.3923,615670.1143,84766.17,700436.2842,3.2173713669333197,79877.9897,8424079.401,8518256.6632,61.14526068848048,65.44956076780903,4.304300079328554,50.92907592120289,56.56743536820461,5.638359447001727,2038.0,2044.0,25.2771,28.1955,0.6077,0.5266,783352.4966,33558.4692,201909.641,1492778.7401,1157.977,653.6478,653.6478,653.6478,653.6478,653.6478
70,70,70,1,0.5900000000000001,1,0,0,1,1,0,406171.7641,66628.3923,843532.169,90457.3296,933989.4986,3.6235609044063004,79877.9897,8424079.401,8518256.6632,66.69787780882689,71.15491570035428,4.45703789152739,50.92907592120289,56.56743536820461,5.638359447001727,2038.0,2049.0,25.2771,30.4188,0.6077,0.4853,783352.4966,33558.4692,201909.641,1492778.7401,1157.977,405.8639,405.8639,405.8639,405.8639,405.8639
71,71,80,1,0.5900000000000001,1,0,0,1,1,0,406171.7641,66628.3923,1068413.5553,101503.5926,1169917.1479,4.176068561816618,79877.9897,8424079.401,8518256.6632,70.23795823489473,73.95102215756764,3.713063922672911,50.92907592120289,56.56743536820461,5.638359447001727,2038.0,2052.0,25.2771,31.7089,0.6077,0.4673,783352.4966,33558.4692,201909.641,1492778.7401,1157.977,304.9315,304.9315,304.9315,304.9315,304.9315
72,72,50,1,0.5700000000000001,1,0,0,1,0,1,391529.6741,50728.9018,363612.2938,78646.2821,442258.5759,3.796749648539119,55044.9194,8424079.401,8465422.5584,49.20266656794178,51.85033543333246,2.647668865390675,49.20266656794178,51.85033543333246,2.647668865390675,2037.0,2037.0,25.1829,25.1829,0.4569,0.4569,738722.3436,22896.6528,189117.6855,1393577.4498,582.192,582.192,582.192,582.192,582.192,582.192
73,73,60,1,0.5900000000000001,1,0,0,1,0,1,406171.7641,52123.0182,615670.1143,64450.4149,680120.5292,3.4643205116352567,55044.9194,8424079.401,8465422.5584,61.14526068848048,64.12919340703259,2.9839327185521105,50.92907592120289,53.66964544853708,2.740569527334199,2037.0,2044.0,25.1829,28.6175,0.4414,0.3705,764642.4259,22896.6528,196058.8513,1442474.9042,582.192,298.7565,298.7565,298.7565,298.7565,298.7565
74,74,70,1,0.5900000000000001,1,0,0,1,0,1,406171.7641,52123.0182,843532.169,64643.1382,908175.3072,3.7036787869983905,55044.9194,8424079.401,8465422.5584,66.69787780882689,69.73347732439305,3.0355995155661657,50.92907592120289,53.66964544853708,2.740569527334199,2037.0,2049.0,25.1829,30.8483,0.4414,0.3413,764642.4259,22896.6528,196058.8513,1442474.9042,582.192,185.5043,185.5043,185.5043,185.5043,185.5043
75,75,80,1,0.5900000000000001,1,0,0,1,0,1,406171.7641,52123.0182,1068413.5553,70190.5759,1138604.1312,4.163590295477415,55044.9194,8424079.401,8465422.5584,70.23795823489473,72.47461918008209,2.236660945187352,50.92907592120289,53.66964544853708,2.740569527334199,2037.0,2052.0,25.1829,32.1456,0.4414,0.3286,764642.4259,22896.6528,196058.8513,1442474.9042,582.192,139.3721,139.3721,139.3721,139.3721,139.3721
76,76,50,1,0.5700000000000001,1,0,0,1,0,0,391529.6741,24395.7188,363612.2938,52313.0991,415925.3929,0.0,0,8424079.401,8338993.9078,49.20266656794178,49.20266656794178,0.0,49.20266656794178,49.20266656794178,0.0,2037.0,2037.0,26.0737,26.0737,0,0,726816.3206,0,180400.6053,1323142.3188,0,0,0,0,0,0
77,77,60,1,0.5900000000000001,1,0,0,1,0,0,406171.7641,24347.5023,615670.1143,26225.8712,641895.9855,0.0,0,8424079.401,8338993.9078,61.14526068848048,61.14526068848048,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2044.0,26.0737,29.4795,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
78,78,70,1,0.5900000000000001,1,0,0,1,0,0,406171.7641,24347.5023,843532.169,15780.2609,859312.4299,0.0,0,8424079.401,8338993.9078,66.69787780882689,66.69787780882689,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2049.0,26.0737,31.6816,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
79,79,80,1,0.5900000000000001,1,0,0,1,0,0,406171.7641,24347.5023,1068413.5553,10376.73,1078790.2853,0.0,0,8424079.401,8338993.9078,70.23795823489473,70.23795823489473,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2053.0,26.0737,33.3864,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
80,80,50,1,0.5700000000000001,1,0,1,1,1,1,391529.6741,145374.9752,363612.2938,173292.3555,536904.6493,2.578451486237604,209581.191,8424079.401,8665914.3982,49.20266656794178,61.33183890987875,12.12917234193696,49.20266656794178,61.33183890987875,12.12917234193696,2038.0,2038.0,23.0755,23.0755,1.4691,1.4691,775385.9963,83825.8341,223678.7097,1621482.4318,1687.2424,1687.2424,1687.2424,1687.2424,1687.2424,1687.2424
81,81,60,1,0.5900000000000001,1,0,1,1,1,1,406171.7641,151469.0223,615670.1143,196275.5356,811945.6499,3.148858606417778,209581.191,8424079.401,8665914.3982,61.14526068848048,72.55862686102343,11.413366172542949,50.92907592120289,63.48383325759379,12.554757336390903,2038.0,2044.0,23.0755,26.0149,1.4193,1.245,802592.5225,83825.8341,232630.1668,1678376.5522,1687.2424,952.4044,952.4044,952.4044,952.4044,952.4044
82,82,70,1,0.5900000000000001,1,0,1,1,1,1,406171.7641,151469.0223,843532.169,228918.2276,1072450.3966,3.788744481051615,209581.191,8424079.401,8665914.3982,66.69787780882689,78.31562991792963,11.617752109102744,50.92907592120289,63.48383325759379,12.554757336390903,2038.0,2049.0,23.0755,28.2412,1.4193,1.1554,802592.5225,83825.8341,232630.1668,1678376.5522,1687.2424,591.3682,591.3682,591.3682,591.3682,591.3682
83,83,80,1,0.5900000000000001,1,0,1,1,1,1,406171.7641,151469.0223,1068413.5553,267503.5115,1335917.0668,4.487572851320454,209581.191,8424079.401,8665914.3982,70.23795823489473,81.11933725149034,10.881379016595602,50.92907592120289,63.48383325759379,12.554757336390903,2038.0,2052.0,23.0755,29.5232,1.4193,1.1164,802592.5225,83825.8341,232630.1668,1678376.5522,1687.2424,444.3037,444.3037,444.3037,444.3037,444.3037
84,84,50,1,0.5700000000000001,1,0,1,1,1,0,391529.6741,108513.4161,363612.2938,136430.7964,500043.0902,3.1029103243913334,134385.1424,8424079.401,8535094.7265,49.20266656794178,57.81122707220036,8.608560504258573,49.20266656794178,57.81122707220036,8.608560504258573,2038.0,2038.0,24.0331,24.0331,0.9999,0.9999,761831.0724,53727.3373,211109.0575,1527868.5344,1157.977,1157.977,1157.977,1157.977,1157.977,1157.977
85,85,60,1,0.5900000000000001,1,0,1,1,1,0,406171.7641,112638.9747,615670.1143,143431.0825,759101.1967,3.5423748232184504,134385.1424,8424079.401,8535094.7265,61.14526068848048,68.72181657960132,7.576555891120843,50.92907592120289,59.8396911799969,8.910615258794008,2038.0,2044.0,24.0331,26.969,0.966,0.8434,788561.9872,53727.3373,219219.9164,1581477.9567,1157.977,653.6478,653.6478,653.6478,653.6478,653.6478
86,86,70,1,0.5900000000000001,1,0,1,1,1,0,406171.7641,112638.9747,843532.169,161979.7149,1005511.8839,4.150312629568668,134385.1424,8424079.401,8535094.7265,66.69787780882689,74.42717151214657,7.729293703319679,50.92907592120289,59.8396911799969,8.910615258794008,2038.0,2049.0,24.0331,29.1855,0.966,0.7801,788561.9872,53727.3373,219219.9164,1581477.9567,1157.977,405.8639,405.8639,405.8639,405.8639,405.8639
87,87,80,1,0.5900000000000001,1,0,1,1,1,0,406171.7641,112638.9747,1068413.5553,186126.8717,1254540.427,4.84964104899719,134385.1424,8424079.401,8535094.7265,70.23795823489473,77.22327796935993,6.9853197344652,50.92907592120289,59.8396911799969,8.910615258794008,2038.0,2052.0,24.0331,30.4639,0.966,0.7524,788561.9872,53727.3373,219219.9164,1581477.9567,1157.977,304.9315,304.9315,304.9315,304.9315,304.9315
88,88,50,1,0.5700000000000001,1,0,1,1,0,1,391529.6741,61822.7612,363612.2938,89740.1414,453352.4353,3.383442473418827,75196.0486,8424079.401,8469813.5795,49.20266656794178,52.69860222582114,3.495935657879352,49.20266656794178,52.69860222582114,3.495935657879352,2037.0,2037.0,24.8176,24.8176,0.614,0.614,740075.9559,30098.4967,192924.501,1417033.5809,582.192,582.192,582.192,582.192,582.192,582.192
89,89,60,1,0.5900000000000001,1,0,1,1,0,1,406171.7641,63759.6132,615670.1143,79387.898,695058.0123,3.329397641522531,75196.0486,8424079.401,8469813.5795,61.14526068848048,65.00722394662615,3.8619632581456824,50.92907592120289,54.547675988130656,3.618600066927771,2037.0,2044.0,24.8176,28.2633,0.5932,0.4992,766043.5333,30098.4967,200098.4582,1466754.0575,582.192,298.7565,298.7565,298.7565,298.7565,298.7565
90,90,70,1,0.5900000000000001,1,0,1,1,0,1,406171.7641,63759.6132,843532.169,83049.6801,926581.8491,3.684572339229718,75196.0486,8424079.401,8469813.5795,66.69787780882689,70.61150786398662,3.9136300551597234,50.92907592120289,54.547675988130656,3.618600066927771,2037.0,2049.0,24.8176,30.4936,0.5932,0.4604,766043.5333,30098.4967,200098.4582,1466754.0575,582.192,185.5043,185.5043,185.5043,185.5043,185.5043
91,91,80,1,0.5900000000000001,1,0,1,1,0,1,406171.7641,63759.6132,1068413.5553,92159.8605,1160573.4158,4.20753251699056,75196.0486,8424079.401,8469813.5795,70.23795823489473,73.35264971967564,3.1146914847809093,50.92907592120289,54.547675988130656,3.618600066927771,2037.0,2052.0,24.8176,31.7882,0.5932,0.4435,766043.5333,30098.4967,200098.4582,1466754.0575,582.192,139.3721,139.3721,139.3721,139.3721,139.3721
92,92,50,1,0.5700000000000001,1,0,1,1,0,0,391529.6741,24395.7188,363612.2938,52313.0991,415925.3929,0.0,0,8424079.401,8338993.9078,49.20266656794178,49.20266656794178,0.0,49.20266656794178,49.20266656794178,0.0,2037.0,2037.0,26.0737,26.0737,0,0,726816.3206,0,180400.6053,1323142.3188,0,0,0,0,0,0
93,93,60,1,0.5900000000000001,1,0,1,1,0,0,406171.7641,24347.5023,615670.1143,26225.8712,641895.9855,0.0,0,8424079.401,8338993.9078,61.14526068848048,61.14526068848048,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2044.0,26.0737,29.4795,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
94,94,70,1,0.5900000000000001,1,0,1,1,0,0,406171.7641,24347.5023,843532.169,15780.2609,859312.4299,0.0,0,8424079.401,8338993.9078,66.69787780882689,66.69787780882689,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2049.0,26.0737,31.6816,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
95,95,80,1,0.5900000000000001,1,0,1,1,0,0,406171.7641,24347.5023,1068413.5553,10376.73,1078790.2853,0.0,0,8424079.401,8338993.9078,70.23795823489473,70.23795823489473,0.0,50.92907592120289,50.92907592120289,0.0,2037.0,2053.0,26.0737,33.3864,0,0,752318.6476,0,186730.4511,1369568.3651,0,0,0,0,0,0
