,BE_F,C_polimero,Costo_Kw_hr,EFI_INCREMENTAL,E_Brent,ID,PPM,VPN_Basica,VPN_Basica_porta,VPN_Total,VPN_incremental,VPN_incremental_porta,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE
0,6.385614315704634,2.5,244,0.0,18,0,700,0,0,-12307.9063,-12307.9063,82222.5907,316409.8722,0,346393.225,0.0,0.007047274000000001,0.007047274000000001
